,Unix Time,Microseconds,easting,northing,Heading (degrees)
17800,1722679407,48000,525696.3774601844,5681198.0537847355,289.6287938152202
17801,1722679407,53000,525696.377453796,5681198.05377601,289.62852182190926
17802,1722679407,58000,525696.3774469774,5681198.053766362,289.6284635376284
17803,1722679407,63000,525696.3774402174,5681198.053755668,289.62852182190926
17804,1722679407,68000,525696.3765469833,5681198.054811031,289.6290269523439
17805,1722679407,73000,525696.3765355468,5681198.05480301,289.62920180518665
17806,1722679407,78000,525696.3765242638,5681198.054795751,289.6293572299357
17807,1722679407,83000,525696.3765132348,5681198.054788773,289.6292212332803
17808,1722679407,88000,525696.3765020279,5681198.054781911,289.62920180518665
17809,1722679407,93000,525696.3764902509,5681198.054774387,289.62920180518665
17810,1722679407,98000,525696.3764780476,5681198.054765923,289.62926008946755
17811,1722679407,103000,525696.3764657843,5681198.054757373,289.6294737984976
17812,1722679407,108000,525696.3764536276,5681198.05474877,289.6295320827785
17813,1722679407,113000,525696.3764412331,5681198.054741619,289.6294737984976
17814,1722679407,118000,525696.3764289106,5681198.054735826,289.6296292232467
17815,1722679407,123000,525696.3764169926,5681198.054730437,289.6296292232467
17816,1722679407,128000,525696.3764050389,5681198.054725099,289.6296875075276
17817,1722679407,133000,525696.3763924458,5681198.054718078,289.62990121655764
17818,1722679407,138000,525696.376378995,5681198.054709565,289.62994007274494
17819,1722679407,143000,525696.3763655962,5681198.054700088,289.6299595008386
17820,1722679407,148000,525696.3763524884,5681198.054689714,289.629881788464
17821,1722679407,153000,525696.3763399704,5681198.054680641,289.62980407608944
17822,1722679407,158000,525696.3763279652,5681198.054673181,289.62974579180855
17823,1722679407,163000,525696.3768466106,5681198.055329297,289.6297263637149
17824,1722679407,168000,525696.3768376687,5681198.055327402,289.6296292232467
17825,1722679407,173000,525696.3768283302,5681198.055325535,289.62945437040395
17826,1722679407,178000,525696.3768186615,5681198.055323161,289.62949322659125
17827,1722679407,183000,525696.3768090026,5681198.055319348,289.62959036705945
17828,1722679407,188000,525696.376799572,5681198.055314442,289.62960979515304
17829,1722679407,193000,525696.3767900004,5681198.05530934,289.62949322659125
17830,1722679407,198000,525696.3767809524,5681198.055304022,289.6294737984976
17831,1722679407,203000,525696.3767724033,5681198.055298527,289.6295320827785
17832,1722679407,208000,525696.3767641613,5681198.055292083,289.62974579180855
17833,1722679407,213000,525696.3767554985,5681198.055283768,289.6300177851195
17834,1722679407,218000,525696.3767456517,5681198.055273893,289.6297652199022
17835,1722679407,223000,525696.3767355608,5681198.055262808,289.62994007274494
17836,1722679407,228000,525696.376725594,5681198.055251766,289.6299595008386
17837,1722679407,233000,525696.3767159728,5681198.055242046,289.629881788464
